                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.2098,                0.65214,                 1.1306,                0.86929,                0.88795,                0.90743,                0.46834,                 1.6788,                0.80781,                 1.4302,             0.00077417,             0.00077417,             0.00077417
                     58,                 1.1823,                0.64331,                 1.1116,                0.86752,                0.86582,                0.89273,                0.39241,                 1.9202,                0.85832,                 1.6196,              0.0007635,              0.0007635,              0.0007635
                     59,                 1.2188,                0.66091,                 1.1136,                0.89577,                0.87978,                0.90939,                0.43836,                 1.7083,                0.77573,                 1.4431,             0.00075275,             0.00075275,             0.00075275
                     60,                 1.1805,                0.61595,                 1.0991,                0.88798,                  0.863,                0.88619,                0.46564,                 1.6235,                 0.7912,                 1.4138,             0.00074191,             0.00074191,             0.00074191
                     61,                 1.2025,                0.69103,                 1.1224,                0.87327,                0.85098,                0.89373,                0.47521,                 1.5875,                0.83117,                 1.4083,               0.000731,               0.000731,               0.000731
                     62,                 1.1637,                0.61625,                 1.0928,                0.88395,                0.86924,                0.90227,                0.46357,                 1.6469,                0.80815,                 1.4464,             0.00072001,             0.00072001,             0.00072001
                     63,                 1.1853,                0.61428,                 1.0977,                0.88098,                0.86588,                0.88095,                0.46129,                 1.6449,                0.81514,                 1.4594,             0.00070895,             0.00070895,             0.00070895
                     64,                  1.191,                 0.6235,                 1.1298,                0.85878,                0.89693,                0.89762,                0.39726,                 1.8547,                0.82906,                 1.5755,             0.00069782,             0.00069782,             0.00069782
                     65,                 1.1718,                0.64668,                 1.1305,                 0.8216,                0.90182,                0.87689,                0.37421,                 1.8841,                0.87887,                 1.6102,             0.00068664,             0.00068664,             0.00068664
                     66,                 1.1415,                 0.6045,                 1.0837,                0.88928,                0.89267,                0.89958,                 0.4607,                 1.6744,                0.79032,                 1.4667,             0.00067539,             0.00067539,             0.00067539
                     67,                 1.1516,                0.59399,                 1.1031,                0.89916,                0.89422,                 0.9114,                 0.4654,                 1.6053,                0.76746,                 1.4144,              0.0006641,              0.0006641,              0.0006641
                     68,                 1.1918,                0.63184,                  1.151,                0.91161,                0.87263,                0.92569,                0.48394,                 1.5782,                0.76083,                  1.368,             0.00065277,             0.00065277,             0.00065277
                     69,                 1.1628,                 0.5988,                 1.1038,                0.87295,                0.91726,                0.91174,                0.47959,                 1.5972,                0.75807,                 1.4016,             0.00064139,             0.00064139,             0.00064139
                     70,                   1.12,                0.57526,                 1.0843,                0.87576,                0.90482,                0.89728,                0.48618,                 1.5786,                0.76539,                 1.3933,             0.00062998,             0.00062998,             0.00062998
                     71,                 1.1454,                0.59024,                 1.0908,                0.87196,                0.91101,                0.90763,                0.48435,                 1.5975,                0.77676,                 1.4041,             0.00061854,             0.00061854,             0.00061854
                     72,                 1.1796,                0.64812,                 1.1451,                0.84918,                0.86792,                0.89073,                0.47537,                 1.5938,                 0.7775,                 1.4028,             0.00060707,             0.00060707,             0.00060707
                     73,                 1.1623,                0.57913,                 1.1052,                0.85528,                0.89057,                0.90987,                0.50784,                 1.4596,                0.75524,                 1.3319,             0.00059559,             0.00059559,             0.00059559
                     74,                 1.1342,                 0.5658,                 1.0992,                0.87666,                0.89767,                0.91165,                0.52935,                 1.4381,                0.71631,                 1.3262,             0.00058408,             0.00058408,             0.00058408
                     75,                 1.1475,                 0.5871,                 1.0583,                0.88812,                0.89166,                0.90331,                0.50916,                 1.4647,                0.71785,                 1.3291,             0.00057257,             0.00057257,             0.00057257
                     76,                 1.1309,                0.56905,                 1.1122,                0.91264,                0.86822,                 0.9122,                 0.4841,                 1.5678,                0.77515,                 1.3948,             0.00056106,             0.00056106,             0.00056106
                     77,                 1.0644,                0.54887,                  1.067,                0.89322,                0.89817,                0.91316,                0.47231,                 1.5587,                0.73545,                 1.3679,             0.00054954,             0.00054954,             0.00054954
                     78,                  1.073,                 0.5517,                 1.0662,                0.90824,                0.87723,                0.91844,                0.45414,                 1.6727,                0.76154,                 1.4575,             0.00053803,             0.00053803,             0.00053803
                     79,                 1.0988,                0.54828,                 1.0494,                0.88149,                0.89388,                0.90255,                0.47562,                 1.5956,                0.76641,                 1.4178,             0.00052652,             0.00052652,             0.00052652
                     80,                 1.0712,                  0.528,                 1.0371,                0.86324,                0.89946,                0.90037,                0.46887,                 1.5543,                0.77228,                 1.3934,             0.00051504,             0.00051504,             0.00051504
                     81,                 1.0711,                0.55356,                 1.0632,                0.87635,                0.88124,                0.89724,                0.43829,                 1.6719,                 0.7656,                 1.4764,             0.00050357,             0.00050357,             0.00050357
                     82,                 1.0649,                0.52951,                 1.0355,                0.88343,                0.87454,                0.89249,                0.43445,                 1.7395,                0.80849,                 1.5282,             0.00049213,             0.00049213,             0.00049213
                     83,                 1.0625,                 0.5348,                 1.0554,                0.89238,                0.88945,                0.90242,                0.45497,                 1.6378,                0.75332,                 1.4365,             0.00048072,             0.00048072,             0.00048072
                     84,                 1.0603,                0.54159,                 1.0546,                 0.9036,                0.90768,                0.90862,                 0.4653,                 1.6368,                0.73707,                 1.4568,             0.00046934,             0.00046934,             0.00046934
                     85,                 1.0883,                0.54008,                 1.0492,                0.92218,                0.89244,                0.93088,                0.47894,                 1.6681,                0.73351,                 1.4656,             0.00045801,             0.00045801,             0.00045801
                     86,                 1.0833,                0.53233,                 1.0433,                0.90388,                0.89362,                0.91359,                0.48767,                 1.6263,                0.74047,                  1.463,             0.00044672,             0.00044672,             0.00044672
                     87,                 1.0728,                0.54396,                 1.0426,                0.90052,                0.88609,                0.90193,                0.46023,                 1.6728,                 0.7756,                 1.4663,             0.00043547,             0.00043547,             0.00043547
                     88,                 1.0082,                0.51281,                 1.0008,                0.88474,                0.88559,                0.91504,                 0.4545,                 1.6814,                0.74499,                 1.5036,             0.00042429,             0.00042429,             0.00042429
                     89,                 1.0315,                0.52568,                 1.0669,                0.90312,                0.89858,                0.93006,                0.54444,                 1.4598,                0.69742,                 1.3507,             0.00041316,             0.00041316,             0.00041316
                     90,                 1.0326,                0.52833,                 1.0272,                0.88459,                0.89667,                0.92796,                 0.5197,                 1.4858,                0.71112,                  1.367,              0.0004021,              0.0004021,              0.0004021
                     91,                0.99524,                0.52983,                 1.0271,                0.90265,                0.89016,                0.92368,                0.50018,                 1.5491,                0.74204,                 1.3937,             0.00039111,             0.00039111,             0.00039111
                     92,                  1.038,                 0.5193,                 1.0362,                0.89185,                0.90695,                0.91305,                0.44334,                 1.6899,                0.74583,                 1.4982,              0.0003802,              0.0003802,              0.0003802
                     93,                0.99616,                0.50741,                 1.0116,                0.91333,                0.90413,                0.92082,                0.47963,                 1.5578,                0.71938,                 1.4022,             0.00036936,             0.00036936,             0.00036936
                     94,                 1.0233,                0.50691,                 1.0062,                0.90687,                 0.9174,                 0.9182,                0.47346,                 1.6624,                0.72267,                 1.4973,             0.00035861,             0.00035861,             0.00035861
                     95,                0.99181,                0.48592,                 1.0157,                0.89884,                0.90434,                0.92636,                0.47578,                 1.6201,                0.72682,                 1.4416,             0.00034794,             0.00034794,             0.00034794
                     96,                0.94298,                0.47905,                0.98807,                0.90691,                0.88206,                0.92021,                0.49603,                 1.5525,                 0.7367,                 1.4081,             0.00033737,             0.00033737,             0.00033737
                     97,                 1.0077,                0.51255,                  1.047,                0.88757,                0.90928,                0.91322,                0.46542,                 1.6443,                0.73043,                 1.4581,              0.0003269,              0.0003269,              0.0003269
                     98,                 1.0113,                0.50693,                 1.0068,                0.91522,                0.90374,                0.91632,                0.45288,                 1.6936,                0.73435,                 1.4804,             0.00031653,             0.00031653,             0.00031653
                     99,                0.93746,                0.48473,                0.98827,                0.91117,                0.90034,                0.90924,                0.43383,                 1.7184,                0.74547,                 1.5134,             0.00030627,             0.00030627,             0.00030627
                    100,                0.95628,                0.48459,                 1.0091,                0.90448,                0.91615,                0.91947,                0.47034,                 1.7011,                0.71344,                 1.5173,             0.00029612,             0.00029612,             0.00029612
                    101,                0.96442,                0.48683,                0.99852,                0.90957,                0.90386,                0.91413,                0.44093,                 1.7504,                0.73262,                 1.5748,             0.00028608,             0.00028608,             0.00028608
                    102,                0.95781,                0.47358,                 1.0077,                0.89451,                0.89064,                0.91096,                0.47611,                 1.6183,                0.71433,                 1.4466,             0.00027617,             0.00027617,             0.00027617
                    103,                0.94845,                0.48256,                 1.0268,                0.89814,                0.89695,                0.91499,                0.46949,                  1.623,                0.71834,                 1.4778,             0.00026638,             0.00026638,             0.00026638
                    104,                 0.9917,                0.50483,                 1.0551,                0.88741,                0.90732,                0.91827,                0.47842,                 1.6086,                0.70028,                 1.4742,             0.00025672,             0.00025672,             0.00025672
                    105,                0.96564,                0.48031,                 1.0058,                0.89172,                0.89393,                0.91084,                0.47047,                 1.6352,                0.70057,                 1.4959,             0.00024719,             0.00024719,             0.00024719
                    106,                0.96453,                0.47727,                0.98944,                0.89367,                0.90298,                0.92182,                0.49004,                 1.5619,                 0.6869,                 1.4481,             0.00023781,             0.00023781,             0.00023781
                    107,                0.96573,                0.48274,                 0.9978,                0.89575,                0.87524,                0.90184,                0.47694,                 1.6276,                0.71063,                 1.4989,             0.00022856,             0.00022856,             0.00022856
                    108,                0.87874,                0.45302,                0.98442,                0.90639,                0.89962,                0.92297,                0.50722,                 1.5235,                0.69049,                 1.4218,             0.00021946,             0.00021946,             0.00021946
                    109,                0.91272,                0.46598,                0.98159,                0.90213,                0.89572,                0.92121,                0.47297,                 1.6347,                 0.7208,                 1.4876,             0.00021051,             0.00021051,             0.00021051
                    110,                0.88563,                0.45645,                 1.0022,                0.87919,                0.90045,                0.91682,                0.48312,                 1.5935,                0.72015,                 1.4678,             0.00020171,             0.00020171,             0.00020171
                    111,                0.93035,                0.47457,                0.99722,                0.89269,                0.90286,                0.91952,                0.46964,                 1.5986,                0.71417,                 1.4686,             0.00019307,             0.00019307,             0.00019307
                    112,                0.88628,                0.46634,                0.96958,                 0.8854,                0.90146,                0.92236,                0.47449,                 1.6051,                0.70064,                 1.4774,             0.00018459,             0.00018459,             0.00018459
                    113,                0.91078,                0.46575,                0.97729,                 0.9074,                0.90115,                0.92424,                0.47526,                 1.6116,                0.70518,                 1.4808,             0.00017628,             0.00017628,             0.00017628
                    114,                0.90963,                0.47162,                0.99078,                0.90405,                0.91732,                0.92642,                0.48628,                 1.5854,                0.69859,                 1.4511,             0.00016813,             0.00016813,             0.00016813
