                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.85345,                0.55136,                 1.1167,                0.90705,                0.67535,                 0.7968,                0.62179,                0.98667,                0.58998,                 1.1436,             0.00012651,             0.00012651,             0.00012651
                     81,                0.85625,                 0.5557,                  1.117,                0.90677,                0.67912,                0.79852,                0.62136,                0.98948,                 0.5942,                 1.1432,             0.00011614,             0.00011614,             0.00011614
                     82,                0.85398,                0.54948,                 1.1138,                0.91112,                0.67925,                0.80099,                0.62391,                0.99236,                0.59007,                 1.1468,             0.00010621,             0.00010621,             0.00010621
                     83,                0.84816,                0.54497,                  1.115,                0.90754,                0.67522,                0.79732,                0.62097,                 0.9941,                0.59309,                 1.1485,             9.6721e-05,             9.6721e-05,             9.6721e-05
                     84,                0.84243,                0.53969,                  1.108,                  0.908,                0.67611,                0.79785,                0.62094,                0.98978,                0.58967,                  1.146,             8.7694e-05,             8.7694e-05,             8.7694e-05
                     85,                0.84545,                0.54608,                 1.1121,                  0.907,                0.67601,                0.79737,                0.62283,                0.98447,                0.58969,                 1.1432,             7.9135e-05,             7.9135e-05,             7.9135e-05
                     86,                  0.845,                0.54064,                 1.1055,                0.90272,                0.67779,                0.79589,                0.62094,                0.98862,                0.59038,                 1.1443,              7.105e-05,              7.105e-05,              7.105e-05
                     87,                0.83992,                0.53872,                 1.1072,                0.90534,                0.67708,                0.79676,                0.62119,                 0.9922,                0.59205,                  1.147,              6.345e-05,              6.345e-05,              6.345e-05
                     88,                0.83711,                0.53758,                  1.103,                0.90567,                0.67667,                0.79679,                0.62111,                0.99206,                 0.5933,                  1.147,              5.634e-05,              5.634e-05,              5.634e-05
                     89,                0.83799,                0.53573,                 1.1043,                 0.9004,                0.68408,                  0.799,                0.62117,                0.99314,                0.59235,                 1.1474,             4.9729e-05,             4.9729e-05,             4.9729e-05
                     90,                0.84107,                0.53782,                 1.1044,                 0.9039,                0.68378,                0.79969,                0.62132,                0.99315,                0.59161,                 1.1482,             4.3622e-05,             4.3622e-05,             4.3622e-05
                     91,                 0.7528,                0.41252,                 1.0268,                0.90358,                0.67606,                 0.7965,                0.62063,                0.99464,                0.59166,                 1.1506,             3.8026e-05,             3.8026e-05,             3.8026e-05
                     92,                0.74708,                0.40271,                 1.0235,                0.90329,                0.67899,                0.79823,                0.62029,                 0.9998,                0.59258,                 1.1531,             3.2946e-05,             3.2946e-05,             3.2946e-05
                     93,                0.74688,                0.40276,                 1.0216,                0.90377,                0.68065,                0.79935,                0.62098,                      1,                0.59341,                 1.1536,             2.8388e-05,             2.8388e-05,             2.8388e-05
                     94,                0.74646,                0.40123,                  1.023,                0.90564,                0.67903,                0.79907,                0.62149,                0.99407,                0.59332,                 1.1516,             2.4354e-05,             2.4354e-05,             2.4354e-05
                     95,                0.74396,                0.39958,                 1.0216,                0.90436,                0.68083,                0.79949,                0.62036,                0.99805,                 0.5935,                 1.1535,             2.0851e-05,             2.0851e-05,             2.0851e-05
                     96,                0.74436,                0.39967,                 1.0208,                0.90207,                0.68159,                0.79913,                0.62003,                0.99701,                0.59338,                 1.1526,             1.7881e-05,             1.7881e-05,             1.7881e-05
                     97,                0.73881,                0.39588,                  1.018,                0.90057,                 0.6822,                0.79906,                0.62032,                0.99632,                0.59248,                 1.1518,             1.5446e-05,             1.5446e-05,             1.5446e-05
                     98,                0.73778,                0.39465,                 1.0162,                0.90102,                0.68224,                0.79897,                0.62166,                0.99184,                0.59195,                 1.1504,             1.3551e-05,             1.3551e-05,             1.3551e-05
                     99,                0.73546,                 0.3955,                  1.015,                0.90033,                0.68156,                0.79844,                0.62091,                0.99286,                0.59257,                 1.1506,             1.2195e-05,             1.2195e-05,             1.2195e-05
                    100,                0.73758,                0.39415,                 1.0165,                 0.9024,                0.68026,                0.79848,                 0.6208,                0.99394,                0.59334,                 1.1504,             1.1381e-05,             1.1381e-05,             1.1381e-05
