                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.5517,                0.98764,                 1.2981,                0.19491,                0.24323,                0.14355,                0.06461,                 1.9291,                 3.0231,                 1.6102,              0.0010724,              0.0010724,              0.0010724
                     20,                 1.4844,                0.95471,                 1.2878,                0.30818,                0.28249,                0.21826,                0.10878,                 1.6651,                 3.8625,                  1.454,               0.001068,               0.001068,               0.001068
                     21,                 1.5044,                0.92987,                 1.2666,                0.30886,                0.29547,                 0.1963,                 0.0968,                 1.7025,                 3.0931,                 1.4836,              0.0010635,              0.0010635,              0.0010635
                     22,                  1.528,                 1.0023,                 1.2626,                0.36522,                0.26684,                0.21883,                0.10676,                 1.7589,                 2.9506,                 1.5193,              0.0010587,              0.0010587,              0.0010587
                     23,                  1.522,                 1.0077,                 1.3026,                0.29772,                0.21912,                0.17044,                0.08055,                 1.6842,                 3.6188,                  1.457,              0.0010536,              0.0010536,              0.0010536
                     24,                 1.4623,                0.97175,                  1.286,                0.42228,                 0.1753,                0.13161,                0.05823,                 1.8445,                 5.8159,                 1.5533,              0.0010484,              0.0010484,              0.0010484
                     25,                 1.5061,                0.99156,                 1.2347,                 0.4815,                0.26322,                0.22247,                0.11243,                 1.7332,                 3.4382,                  1.513,               0.001043,               0.001043,               0.001043
                     26,                 1.4963,                 0.9886,                 1.2662,                0.26575,                0.33198,                0.24121,                0.12073,                 1.6812,                 2.9899,                 1.3954,              0.0010373,              0.0010373,              0.0010373
                     27,                 1.4347,                0.86483,                 1.2203,                0.26868,                0.23014,                0.16967,                0.08115,                 1.8343,                 4.4492,                 1.5209,              0.0010315,              0.0010315,              0.0010315
                     28,                 1.4366,                0.89585,                 1.2797,                0.31603,                0.32801,                0.26413,                 0.1213,                 1.7659,                 2.7315,                 1.4943,              0.0010254,              0.0010254,              0.0010254
                     29,                 1.4323,                0.88927,                 1.2315,                0.42025,                0.28704,                0.28019,                0.14127,                 1.7464,                 2.6685,                 1.4228,              0.0010191,              0.0010191,              0.0010191
                     30,                 1.4406,                 0.9115,                   1.24,                 0.3621,                0.29718,                0.24836,                0.11663,                 1.7697,                 2.8822,                 1.4508,              0.0010126,              0.0010126,              0.0010126
                     31,                 1.4429,                0.89439,                 1.2286,                0.24542,                0.25309,                 0.1823,                0.08238,                 1.9335,                   2.94,                 1.5225,               0.001006,               0.001006,               0.001006
                     32,                 1.4224,                0.89921,                 1.2337,                0.34744,                 0.3465,                 0.2729,                0.13902,                 1.6465,                 2.6652,                  1.349,              0.0009991,              0.0009991,              0.0009991
                     33,                 1.4701,                 0.9241,                 1.2485,                0.37585,                0.37356,                0.27996,                0.14465,                  1.647,                 2.6093,                 1.3829,             0.00099204,             0.00099204,             0.00099204
                     34,                 1.4008,                0.82461,                 1.2084,                0.33643,                0.31216,                0.21182,                0.09803,                  1.685,                 2.8988,                 1.3933,             0.00098479,             0.00098479,             0.00098479
                     35,                 1.3565,                0.79617,                 1.2155,                0.31795,                0.29758,                0.24333,                0.11859,                 1.7561,                 2.9638,                 1.4811,             0.00097736,             0.00097736,             0.00097736
                     36,                 1.3875,                0.77251,                 1.1878,                0.30947,                0.31588,                0.20411,                0.10048,                 1.6532,                 2.8896,                 1.4023,             0.00096974,             0.00096974,             0.00096974
                     37,                 1.3426,                0.76661,                  1.204,                0.38234,                0.34945,                0.26369,                0.13984,                  1.594,                  2.765,                 1.3512,             0.00096195,             0.00096195,             0.00096195
                     38,                 1.3658,                0.76877,                 1.2127,                0.36754,                 0.3347,                0.25797,                0.13541,                 1.5992,                 2.7006,                 1.3653,             0.00095398,             0.00095398,             0.00095398
                     39,                  1.398,                0.80038,                 1.2138,                0.42495,                0.39182,                  0.367,                0.18769,                 1.6649,                 2.2376,                 1.3968,             0.00094583,             0.00094583,             0.00094583
                     40,                 1.3877,                0.77635,                 1.1923,                 0.3797,                0.40358,                0.31903,                0.16248,                 1.6598,                 2.4599,                 1.4167,             0.00093752,             0.00093752,             0.00093752
                     41,                 1.4086,                0.79214,                 1.2022,                0.37096,                0.34985,                0.27794,                0.14221,                 1.6555,                 2.5048,                 1.3754,             0.00092904,             0.00092904,             0.00092904
                     42,                 1.3724,                0.75116,                   1.18,                0.40019,                 0.3632,                0.28429,                0.14096,                 1.6755,                  2.589,                 1.3892,              0.0009204,              0.0009204,              0.0009204
                     43,                 1.3469,                0.75048,                  1.173,                0.35071,                0.31613,                0.23216,                0.12147,                 1.6773,                 2.6911,                 1.3996,              0.0009116,              0.0009116,              0.0009116
                     44,                 1.4072,                0.78487,                 1.2457,                0.36756,                0.27247,                0.23443,                0.11574,                  1.758,                 2.7493,                 1.4757,             0.00090265,             0.00090265,             0.00090265
                     45,                 1.3961,                0.77097,                 1.2182,                0.36395,                0.36801,                0.29213,                0.15114,                 1.6185,                 2.6695,                 1.3626,             0.00089355,             0.00089355,             0.00089355
                     46,                 1.3055,                0.72173,                 1.1835,                0.38371,                0.35199,                0.26315,                0.13156,                 1.6181,                 2.6646,                 1.3592,              0.0008843,              0.0008843,              0.0008843
                     47,                 1.3473,                0.71321,                 1.1835,                0.37594,                0.35859,                 0.2954,                0.15147,                 1.6015,                 2.5169,                 1.3764,             0.00087492,             0.00087492,             0.00087492
                     48,                 1.3134,                0.72597,                  1.197,                0.39395,                 0.3812,                0.28763,                0.15448,                 1.5665,                 2.5504,                  1.358,             0.00086539,             0.00086539,             0.00086539
                     49,                 1.2931,                0.70371,                 1.1807,                0.36092,                0.37336,                 0.2837,                0.14564,                 1.6142,                 2.7748,                 1.3923,             0.00085573,             0.00085573,             0.00085573
                     50,                 1.3003,                0.73484,                 1.1783,                0.41777,                0.39614,                0.30791,                0.16312,                 1.6222,                 2.5945,                 1.3812,             0.00084594,             0.00084594,             0.00084594
                     51,                 1.3396,                0.73324,                 1.1951,                0.43826,                0.39401,                 0.3056,                 0.1643,                 1.5697,                 2.6242,                 1.3258,             0.00083603,             0.00083603,             0.00083603
                     52,                 1.2806,                 0.7166,                 1.1546,                0.40986,                0.36728,                0.30374,                0.15779,                 1.6318,                 2.5324,                 1.3589,             0.00082599,             0.00082599,             0.00082599
                     53,                  1.281,                0.68363,                 1.1527,                0.39594,                0.34378,                0.28481,                0.14759,                 1.6503,                 2.7636,                 1.3837,             0.00081584,             0.00081584,             0.00081584
                     54,                 1.3587,                0.71653,                 1.1855,                 0.3951,                0.37822,                0.29988,                0.15947,                 1.5748,                 2.6985,                 1.3241,             0.00080558,             0.00080558,             0.00080558
                     55,                 1.2252,                0.68004,                 1.1571,                0.42133,                0.38008,                0.30589,                0.16364,                 1.5569,                 2.6179,                 1.3283,             0.00079521,             0.00079521,             0.00079521
                     56,                 1.2445,                 0.6608,                 1.1499,                0.42977,                0.38653,                0.32348,                0.17621,                 1.5175,                 2.5295,                 1.3142,             0.00078474,             0.00078474,             0.00078474
                     57,                 1.2666,                0.67901,                 1.1683,                0.39694,                0.38693,                0.28803,                0.15732,                 1.5506,                 2.7864,                 1.3053,             0.00077417,             0.00077417,             0.00077417
                     58,                 1.2569,                0.68714,                 1.1592,                0.42793,                0.37541,                0.33301,                 0.1865,                 1.5238,                 2.6259,                 1.3086,              0.0007635,              0.0007635,              0.0007635
                     59,                 1.2563,                 0.6774,                  1.136,                0.41512,                0.39398,                0.31406,                0.17598,                 1.5268,                  2.647,                  1.304,             0.00075275,             0.00075275,             0.00075275
                     60,                 1.2279,                0.65638,                  1.117,                0.37973,                  0.385,                0.29108,                0.15076,                 1.5684,                 2.7605,                   1.33,             0.00074191,             0.00074191,             0.00074191
                     61,                 1.2629,                0.71111,                 1.1427,                0.41164,                0.40016,                0.32626,                0.17565,                 1.5685,                 2.7085,                 1.3224,               0.000731,               0.000731,               0.000731
                     62,                 1.1993,                0.66199,                 1.1225,                0.42601,                0.41479,                0.32537,                 0.1768,                  1.562,                 2.6726,                 1.3381,             0.00072001,             0.00072001,             0.00072001
                     63,                 1.2482,                0.64914,                 1.1188,                0.40624,                0.39647,                0.31547,                0.16493,                  1.596,                 2.6151,                 1.3838,             0.00070895,             0.00070895,             0.00070895
                     64,                 1.2188,                0.64814,                  1.144,                0.42991,                0.39573,                0.32368,                0.18087,                 1.5361,                 2.5273,                 1.3275,             0.00069782,             0.00069782,             0.00069782
                     65,                 1.2074,                0.67547,                 1.1435,                0.42945,                0.38281,                0.35818,                0.19084,                 1.6123,                 2.5594,                 1.3661,             0.00068664,             0.00068664,             0.00068664
                     66,                 1.1774,                  0.628,                  1.109,                0.42045,                0.39275,                0.33302,                0.18078,                 1.6027,                 2.6177,                 1.3596,             0.00067539,             0.00067539,             0.00067539
                     67,                 1.1663,                0.64122,                 1.1115,                0.39852,                0.36554,                0.29633,                0.16206,                 1.5615,                 2.8651,                 1.3422,              0.0006641,              0.0006641,              0.0006641
                     68,                 1.2021,                0.63553,                 1.1598,                 0.4019,                0.39083,                 0.2985,                0.16267,                 1.5955,                 2.7391,                 1.3407,             0.00065277,             0.00065277,             0.00065277
                     69,                  1.181,                0.64631,                 1.1132,                0.42657,                0.40976,                0.32295,                 0.1823,                 1.5605,                 2.7073,                 1.3245,             0.00064139,             0.00064139,             0.00064139
                     70,                 1.1376,                0.58822,                 1.0862,                0.41481,                0.41377,                 0.3428,                0.19378,                 1.5472,                  2.575,                 1.3129,             0.00062998,             0.00062998,             0.00062998
                     71,                 1.1663,                0.59247,                 1.0995,                0.43611,                0.37594,                0.32685,                0.17866,                 1.5765,                 2.6526,                  1.337,             0.00061854,             0.00061854,             0.00061854
                     72,                 1.1458,                0.62181,                 1.1225,                0.37861,                0.37446,                0.29876,                0.16304,                 1.6008,                 2.8715,                 1.3507,             0.00060707,             0.00060707,             0.00060707
                     73,                 1.2103,                0.60873,                 1.1246,                0.41774,                0.38191,                0.29249,                0.15523,                 1.6263,                 2.7643,                 1.3758,             0.00059559,             0.00059559,             0.00059559
                     74,                 1.1606,                0.58196,                 1.1045,                0.41625,                 0.3334,                  0.256,                0.12379,                 1.6967,                 3.0199,                 1.4315,             0.00058408,             0.00058408,             0.00058408
                     75,                 1.2082,                0.62899,                 1.0912,                0.36902,                0.40728,                 0.2758,                0.14535,                 1.5884,                 2.9516,                 1.3664,             0.00057257,             0.00057257,             0.00057257
                     76,                 1.1455,                0.58813,                 1.1223,                0.44345,                0.39868,                0.32757,                0.18119,                 1.5701,                 2.7932,                 1.3266,             0.00056106,             0.00056106,             0.00056106
                     77,                 1.0914,                 0.5725,                 1.0744,                0.43289,                0.40488,                0.31472,                0.17571,                 1.5712,                  2.674,                 1.3163,             0.00054954,             0.00054954,             0.00054954
                     78,                 1.1122,                0.56191,                 1.0852,                0.44181,                 0.3887,                0.30883,                0.17123,                 1.5754,                 2.8143,                 1.3335,             0.00053803,             0.00053803,             0.00053803
                     79,                 1.1192,                 0.5633,                 1.0632,                0.43051,                0.39374,                0.30328,                0.16909,                 1.5536,                 2.8289,                  1.319,             0.00052652,             0.00052652,             0.00052652
                     80,                 1.0899,                0.53448,                 1.0402,                0.44388,                0.40308,                0.32186,                0.17982,                 1.5296,                  2.799,                  1.323,             0.00051504,             0.00051504,             0.00051504
                     81,                 1.0969,                0.56389,                 1.0712,                0.45166,                0.41159,                0.34295,                0.19335,                 1.5469,                 2.6452,                 1.3259,             0.00050357,             0.00050357,             0.00050357
                     82,                 1.0914,                 0.5493,                 1.0475,                0.41916,                0.43149,                0.33317,                0.18808,                 1.5608,                 2.6119,                 1.3297,             0.00049213,             0.00049213,             0.00049213
                     83,                 1.0891,                0.54584,                 1.0725,                0.43728,                0.42129,                0.35672,                0.20736,                 1.5222,                 2.5364,                 1.3086,             0.00048072,             0.00048072,             0.00048072
                     84,                 1.0793,                0.56439,                 1.0681,                0.42462,                0.38864,                0.31321,                0.18038,                 1.5492,                  2.735,                 1.3315,             0.00046934,             0.00046934,             0.00046934
                     85,                 1.1407,                 0.5607,                 1.0829,                 0.4075,                0.40702,                0.33567,                 0.1853,                 1.5705,                 2.8243,                 1.3452,             0.00045801,             0.00045801,             0.00045801
                     86,                 1.0894,                 0.5426,                 1.0477,                0.40754,                0.41949,                0.33017,                0.18243,                 1.5694,                 2.8094,                 1.3428,             0.00044672,             0.00044672,             0.00044672
                     87,                 1.0823,                0.55061,                 1.0498,                0.42956,                0.42885,                0.32849,                0.17833,                 1.5591,                 2.8561,                 1.3257,             0.00043547,             0.00043547,             0.00043547
                     88,                 1.0521,                0.53653,                 1.0244,                0.40513,                0.43253,                0.32591,                 0.1794,                 1.5658,                   2.83,                 1.3383,             0.00042429,             0.00042429,             0.00042429
                     89,                 1.0644,                0.55221,                 1.0828,                0.43242,                0.39157,                0.32574,                0.18054,                 1.5434,                 2.7623,                 1.3287,             0.00041316,             0.00041316,             0.00041316
                     90,                 1.0574,                0.53427,                 1.0422,                0.43862,                0.37908,                 0.3221,                0.18168,                  1.533,                  2.739,                 1.3397,              0.0004021,              0.0004021,              0.0004021
                     91,                 1.0336,                 0.5377,                 1.0383,                0.42027,                0.40187,                0.33022,                 0.1822,                 1.5603,                 2.7936,                  1.356,             0.00039111,             0.00039111,             0.00039111
                     92,                 1.0718,                0.53851,                  1.053,                0.41856,                0.41393,                0.32517,                0.18534,                 1.5807,                 2.7698,                 1.3564,              0.0003802,              0.0003802,              0.0003802
                     93,                 1.0581,                0.52407,                 1.0354,                0.41001,                 0.4208,                0.31562,                0.16841,                 1.6056,                  2.864,                 1.3796,             0.00036936,             0.00036936,             0.00036936
                     94,                 1.0835,                0.53421,                 1.0203,                0.42261,                0.43219,                0.33225,                 0.1857,                  1.557,                 2.8144,                 1.3311,             0.00035861,             0.00035861,             0.00035861
                     95,                 1.0366,                0.50475,                 1.0339,                0.43212,                0.43045,                0.33288,                0.18834,                 1.5455,                 2.8524,                 1.3261,             0.00034794,             0.00034794,             0.00034794
                     96,                0.99145,                 0.4918,                 1.0025,                0.39304,                0.41156,                0.31113,                0.17702,                 1.5625,                 2.9164,                 1.3374,             0.00033737,             0.00033737,             0.00033737
                     97,                 1.0201,                 0.5238,                 1.0553,                0.43295,                0.41447,                0.32795,                0.18701,                 1.5489,                 2.8923,                 1.3245,              0.0003269,              0.0003269,              0.0003269
                     98,                  1.049,                0.52586,                 1.0216,                0.43679,                0.40807,                0.32808,                0.18374,                 1.5313,                 2.8463,                 1.3183,             0.00031653,             0.00031653,             0.00031653
                     99,                0.99064,                 0.4876,                 1.0015,                0.41593,                0.41671,                  0.314,                0.17694,                 1.5598,                  2.849,                 1.3352,             0.00030627,             0.00030627,             0.00030627
                    100,                0.97922,                 0.4952,                  1.033,                0.41936,                0.40726,                0.30864,                0.17562,                 1.5434,                 2.8976,                 1.3334,             0.00029612,             0.00029612,             0.00029612
                    101,                0.97165,                0.49872,                  1.002,                0.42111,                0.43355,                 0.3228,                0.18276,                 1.5397,                 2.8714,                 1.3339,             0.00028608,             0.00028608,             0.00028608
                    102,                0.99802,                0.49062,                 1.0197,                0.39798,                0.42491,                0.31897,                0.17999,                 1.5414,                 2.9212,                 1.3394,             0.00027617,             0.00027617,             0.00027617
                    103,                 0.9675,                 0.4912,                 1.0384,                0.41582,                0.41963,                0.32317,                0.18486,                 1.5451,                 2.8424,                 1.3362,             0.00026638,             0.00026638,             0.00026638
                    104,                0.98635,                0.52564,                 1.0492,                0.41003,                0.41493,                0.32921,                0.18903,                  1.516,                 2.8824,                 1.3297,             0.00025672,             0.00025672,             0.00025672
                    105,                0.96736,                0.47826,                 1.0061,                 0.4102,                0.40411,                0.32886,                 0.1861,                 1.5605,                 2.8579,                 1.3506,             0.00024719,             0.00024719,             0.00024719
                    106,                 0.9718,                0.48177,                0.99851,                0.43483,                0.39816,                0.33213,                0.19024,                  1.512,                  2.866,                 1.3178,             0.00023781,             0.00023781,             0.00023781
                    107,                0.98555,                0.50062,                 1.0107,                0.42011,                0.43167,                0.33181,                0.19095,                 1.5382,                 2.8013,                 1.3266,             0.00022856,             0.00022856,             0.00022856
                    108,                 0.9153,                0.47114,                 0.9999,                0.40835,                0.42238,                0.32831,                0.18775,                 1.5194,                 2.8349,                 1.3217,             0.00021946,             0.00021946,             0.00021946
                    109,                0.93308,                0.47373,                0.99361,                0.41208,                0.43308,                  0.334,                0.18818,                 1.5512,                 2.8286,                 1.3411,             0.00021051,             0.00021051,             0.00021051
                    110,                 0.8898,                 0.4636,                 1.0081,                0.42095,                0.41411,                0.32051,                0.17935,                 1.5574,                 2.9193,                 1.3435,             0.00020171,             0.00020171,             0.00020171
                    111,                0.95576,                0.47587,                 1.0115,                0.40148,                0.40456,                 0.3101,                0.17361,                 1.5455,                 2.9604,                 1.3302,             0.00019307,             0.00019307,             0.00019307
                    112,                0.89521,                 0.4651,                0.97176,                0.40098,                0.41553,                0.30823,                0.17562,                 1.5533,                 2.9548,                 1.3356,             0.00018459,             0.00018459,             0.00018459
                    113,                0.92265,                0.46904,                0.98324,                0.41595,                0.42738,                0.32137,                0.18353,                 1.5424,                 2.9147,                 1.3382,             0.00017628,             0.00017628,             0.00017628
                    114,                0.92289,                0.47826,                0.99664,                0.42195,                0.41372,                0.31899,                0.18376,                 1.5381,                 2.9586,                 1.3386,             0.00016813,             0.00016813,             0.00016813
                    115,                0.92321,                0.48031,                0.98123,                0.41595,                0.39932,                0.31218,                0.18008,                  1.534,                 2.9887,                  1.335,             0.00016016,             0.00016016,             0.00016016
                    116,                0.90494,                0.45606,                0.98539,                0.39431,                0.42121,                0.31829,                0.18692,                 1.5392,                 2.9945,                  1.333,             0.00015237,             0.00015237,             0.00015237
                    117,                 0.9014,                0.45265,                0.98311,                0.38812,                0.41894,                0.31217,                0.18132,                 1.5474,                 3.0041,                 1.3456,             0.00014475,             0.00014475,             0.00014475
                    118,                 0.8833,                0.44623,                0.96376,                0.39154,                0.41966,                0.31257,                0.18032,                 1.5602,                 3.0042,                 1.3576,             0.00013732,             0.00013732,             0.00013732
                    119,                  0.913,                0.46642,                 1.0002,                0.40363,                0.41643,                 0.3181,                 0.1835,                 1.5411,                 2.9655,                 1.3396,             0.00013007,             0.00013007,             0.00013007
                    120,                0.89493,                0.45109,                0.97995,                0.40594,                0.42077,                 0.3182,                0.18443,                 1.5267,                  2.947,                   1.33,             0.00012301,             0.00012301,             0.00012301
                    121,                0.91501,                0.45128,                0.97001,                0.40887,                 0.4255,                0.32273,                0.18766,                 1.5221,                 2.9246,                  1.329,             0.00011614,             0.00011614,             0.00011614
                    122,                0.88614,                0.45133,                0.96507,                0.40919,                0.43442,                0.32668,                0.18754,                 1.5163,                 2.9083,                 1.3217,             0.00010947,             0.00010947,             0.00010947
                    123,                0.88605,                0.43576,                0.96676,                0.40121,                0.43142,                0.32276,                0.18544,                 1.5231,                 2.9304,                 1.3328,             0.00010299,             0.00010299,             0.00010299
                    124,                0.89296,                 0.4474,                0.96291,                0.40121,                0.43576,                0.32067,                0.18357,                 1.5195,                 2.9552,                 1.3317,             9.6721e-05,             9.6721e-05,             9.6721e-05
                    125,                0.88651,                0.45445,                0.98229,                0.41139,                0.41568,                0.32106,                0.18667,                 1.5095,                 2.9511,                 1.3249,             9.0652e-05,             9.0652e-05,             9.0652e-05
                    126,                0.85455,                0.43322,                0.98721,                0.40907,                0.40777,                0.31812,                0.18263,                 1.5267,                 2.9704,                 1.3378,             8.4789e-05,             8.4789e-05,             8.4789e-05
                    127,                0.88312,                0.45256,                0.96238,                 0.4159,                0.40364,                0.31935,                0.18419,                 1.5245,                 2.9688,                 1.3358,             7.9135e-05,             7.9135e-05,             7.9135e-05
                    128,                0.82379,                0.42266,                0.95895,                0.41125,                 0.4077,                0.31929,                0.18523,                 1.5238,                 2.9668,                 1.3332,             7.3692e-05,             7.3692e-05,             7.3692e-05
                    129,                0.86995,                 0.4345,                0.95866,                0.42298,                0.40262,                0.32237,                0.18566,                 1.5308,                 2.9651,                 1.3364,             6.8463e-05,             6.8463e-05,             6.8463e-05
                    130,                 0.8431,                0.44175,                0.95362,                0.41914,                0.41416,                0.32275,                  0.187,                 1.5191,                 2.9495,                 1.3279,              6.345e-05,              6.345e-05,              6.345e-05
                    131,                0.88137,                0.44246,                0.98699,                0.42165,                0.41217,                0.32193,                0.18753,                 1.5207,                 2.9591,                 1.3296,             5.8655e-05,             5.8655e-05,             5.8655e-05
                    132,                0.81916,                0.43717,                0.96269,                0.40911,                0.40931,                0.31722,                0.18351,                 1.5285,                 3.0024,                 1.3382,             5.4081e-05,             5.4081e-05,             5.4081e-05
                    133,                 0.8509,                0.45044,                0.97723,                 0.4186,                0.39462,                0.31654,                0.18215,                 1.5321,                 3.0093,                 1.3379,             4.9729e-05,             4.9729e-05,             4.9729e-05
                    134,                0.88256,                0.43773,                 0.9546,                0.41586,                0.39672,                0.31479,                 0.1816,                 1.5375,                 3.0122,                 1.3438,             4.5601e-05,             4.5601e-05,             4.5601e-05
                    135,                 0.8466,                 0.4247,                0.96496,                0.40256,                0.40792,                0.31066,                0.17924,                  1.529,                 3.0216,                 1.3382,               4.17e-05,               4.17e-05,               4.17e-05
                    136,                0.87027,                0.46953,                0.96971,                  0.408,                0.40763,                0.31075,                0.18025,                 1.5167,                 3.0172,                  1.328,             3.8026e-05,             3.8026e-05,             3.8026e-05
                    137,                0.82315,                0.42525,                0.94394,                0.41018,                0.40813,                0.30853,                0.17744,                 1.5254,                 3.0441,                 1.3324,             3.4582e-05,             3.4582e-05,             3.4582e-05
                    138,                0.89135,                0.43853,                0.96933,                0.41408,                0.40505,                0.30717,                 0.1765,                 1.5296,                 3.0349,                 1.3325,             3.1369e-05,             3.1369e-05,             3.1369e-05
                    139,                0.85745,                0.42899,                0.96473,                0.42328,                 0.4156,                0.31512,                0.17939,                 1.5322,                 3.0282,                 1.3351,             2.8388e-05,             2.8388e-05,             2.8388e-05
                    140,                0.85724,                0.44513,                0.97734,                0.40767,                0.40408,                0.30942,                0.17788,                 1.5385,                 3.0363,                 1.3387,              2.564e-05,              2.564e-05,              2.564e-05
                    141,                0.82708,                0.41014,                0.97496,                0.41796,                0.40287,                0.30915,                0.17745,                 1.5363,                 3.0301,                 1.3374,             2.3128e-05,             2.3128e-05,             2.3128e-05
                    142,                0.79956,                0.39415,                0.95281,                0.41625,                0.39808,                0.30724,                 0.1766,                 1.5331,                 3.0197,                  1.336,             2.0851e-05,             2.0851e-05,             2.0851e-05
                    143,                0.82108,                0.39075,                0.96009,                0.41645,                0.40283,                0.30787,                0.17596,                 1.5374,                 3.0258,                 1.3417,             1.8811e-05,             1.8811e-05,             1.8811e-05
                    144,                0.78179,                 0.3909,                0.94459,                0.41569,                  0.403,                0.30675,                 0.1767,                 1.5377,                 3.0275,                 1.3443,              1.701e-05,              1.701e-05,              1.701e-05
                    145,                0.77413,                0.38337,                0.95478,                0.41854,                0.40237,                0.30792,                0.17662,                 1.5353,                 3.0219,                 1.3453,             1.5446e-05,             1.5446e-05,             1.5446e-05
                    146,                0.78665,                0.39339,                0.92802,                0.42038,                0.40066,                0.30781,                0.17636,                 1.5396,                  3.024,                 1.3504,             1.4123e-05,             1.4123e-05,             1.4123e-05
                    147,                0.77884,                0.40066,                0.94042,                0.42086,                0.39563,                0.30523,                0.17495,                 1.5445,                 3.0251,                 1.3532,             1.3039e-05,             1.3039e-05,             1.3039e-05
                    148,                0.79123,                0.39419,                 0.9483,                0.41695,                0.40438,                0.30682,                0.17495,                 1.5428,                 3.0322,                  1.352,             1.2195e-05,             1.2195e-05,             1.2195e-05
                    149,                0.78603,                0.38008,                 0.9369,                0.41991,                0.40404,                0.30599,                0.17518,                 1.5415,                 3.0329,                 1.3523,             1.1592e-05,             1.1592e-05,             1.1592e-05
                    150,                0.83246,                0.39896,                0.94512,                0.41974,                0.40325,                0.30716,                0.17512,                 1.5405,                 3.0327,                 1.3531,             1.1231e-05,             1.1231e-05,             1.1231e-05
