                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 1.3532,                0.71118,                  1.083,                0.88683,                0.76804,                0.85421,                0.35811,                 1.9229,                0.89501,                 1.3592,             0.00054378,             0.00054378,             0.00054378
                     53,                 1.3425,                0.69938,                 1.0866,                0.82981,                0.72633,                0.78851,                0.34393,                 1.9642,                0.88935,                 1.3966,             0.00052652,             0.00052652,             0.00052652
                     54,                 1.3987,                0.74787,                 1.1046,                0.87121,                0.80041,                0.85394,                0.37468,                  1.913,                0.85995,                 1.3602,              0.0005093,              0.0005093,              0.0005093
                     55,                 1.3421,                0.68497,                 1.0759,                0.89595,                0.82601,                 0.8774,                0.39499,                 1.8805,                 0.8252,                 1.3562,             0.00049213,             0.00049213,             0.00049213
                     56,                 1.3161,                0.68771,                 1.0696,                0.87904,                0.83357,                0.89388,                0.39811,                  1.881,                0.79074,                 1.3671,             0.00047502,             0.00047502,             0.00047502
                     57,                 1.3239,                0.68953,                 1.0769,                0.87459,                0.83911,                0.89274,                0.41338,                 1.8663,                0.79307,                 1.3558,             0.00045801,             0.00045801,             0.00045801
                     58,                 1.3228,                0.68094,                 1.0729,                0.83584,                0.80355,                0.85929,                0.37248,                 1.9548,                0.82271,                 1.4058,             0.00044109,             0.00044109,             0.00044109
                     59,                 1.3656,                0.70028,                 1.0959,                0.80747,                0.82962,                0.84552,                0.36966,                 1.9852,                0.83515,                 1.4033,             0.00042429,             0.00042429,             0.00042429
                     60,                 1.2947,                0.68197,                  1.072,                0.84107,                 0.8134,                0.86594,                0.37848,                 1.9428,                0.82935,                 1.4151,             0.00040763,             0.00040763,             0.00040763
                     61,                 1.3248,                0.68726,                 1.0791,                0.83506,                0.79467,                0.85201,                0.37389,                 1.9024,                0.80455,                 1.3835,             0.00039111,             0.00039111,             0.00039111
                     62,                 1.2497,                0.64965,                 1.0415,                0.77925,                0.75348,                0.77999,                0.31406,                 2.0679,                0.85685,                 1.4647,             0.00037477,             0.00037477,             0.00037477
                     63,                 1.2861,                0.65707,                 1.0649,                0.82746,                0.82942,                0.86909,                0.38551,                 1.8967,                  0.791,                 1.3965,             0.00035861,             0.00035861,             0.00035861
                     64,                 1.3501,                0.67844,                 1.0675,                0.86239,                0.80191,                0.86997,                0.37303,                 1.9105,                0.78498,                 1.3972,             0.00034265,             0.00034265,             0.00034265
                     65,                 1.3242,                  0.686,                 1.0698,                0.83778,                0.79299,                0.82869,                0.34158,                 1.9943,                0.81258,                 1.4223,              0.0003269,              0.0003269,              0.0003269
                     66,                 1.3143,                0.67177,                 1.0714,                0.87973,                0.84588,                 0.8906,                0.43954,                 1.7464,                0.74175,                   1.29,             0.00031139,             0.00031139,             0.00031139
                     67,                 1.3311,                0.67517,                 1.0782,                 0.8521,                0.82829,                0.86265,                0.38665,                 1.8538,                 0.7554,                 1.3787,             0.00029612,             0.00029612,             0.00029612
                     68,                 1.2652,                0.63255,                 1.0508,                0.83367,                0.80784,                0.84705,                0.37408,                 1.8811,                0.76175,                 1.3805,             0.00028111,             0.00028111,             0.00028111
                     69,                 1.2565,                 0.6228,                 1.0421,                0.83414,                0.81851,                0.84088,                0.41001,                 1.7959,                 0.7445,                  1.311,             0.00026638,             0.00026638,             0.00026638
                     70,                 1.3287,                0.67696,                 1.0634,                0.83797,                0.77833,                0.83478,                0.37161,                 1.9023,                0.78196,                 1.3771,             0.00025194,             0.00025194,             0.00025194
                     71,                 1.2482,                0.64545,                 1.0413,                 0.8405,                0.78457,                0.83046,                  0.343,                 2.0147,                0.80791,                 1.4408,             0.00023781,             0.00023781,             0.00023781
                     72,                  1.245,                0.61831,                  1.055,                 0.8604,                0.81707,                0.87207,                0.39591,                  1.859,                0.76245,                  1.353,             0.00022399,             0.00022399,             0.00022399
                     73,                 1.2393,                0.62588,                 1.0313,                0.83703,                0.79399,                 0.8367,                0.36181,                 1.9383,                0.78788,                 1.3998,             0.00021051,             0.00021051,             0.00021051
                     74,                 1.2116,                0.62208,                 1.0242,                0.83219,                 0.7969,                0.82458,                0.36608,                 1.9527,                0.77639,                 1.4199,             0.00019737,             0.00019737,             0.00019737
                     75,                 1.2623,                0.65268,                 1.0451,                0.88754,                0.84795,                0.87915,                0.41673,                  1.825,                0.73563,                 1.3553,             0.00018459,             0.00018459,             0.00018459
                     76,                 1.2588,                0.64885,                 1.0514,                0.85589,                0.83374,                0.87358,                0.39486,                 1.8726,                0.75263,                 1.3866,             0.00017219,             0.00017219,             0.00017219
                     77,                 1.2426,                0.63228,                 1.0399,                0.81144,                0.80094,                0.82501,                0.35618,                  1.993,                0.78269,                 1.4524,             0.00016016,             0.00016016,             0.00016016
                     78,                 1.1748,                0.60357,                 1.0312,                0.82741,                0.83266,                0.85791,                0.38919,                 1.8924,                 0.7599,                 1.3928,             0.00014854,             0.00014854,             0.00014854
                     79,                 1.1951,                0.61194,                 1.0367,                 0.8366,                0.84391,                 0.8636,                0.39119,                 1.8925,                0.75538,                 1.3989,             0.00013732,             0.00013732,             0.00013732
                     80,                 1.1962,                0.61213,                  1.035,                0.84371,                0.82571,                0.86808,                0.36322,                 1.9829,                0.78398,                 1.4562,             0.00012651,             0.00012651,             0.00012651
                     81,                 1.1892,                 0.6032,                 1.0314,                0.85409,                0.82959,                0.85059,                0.38894,                 1.9128,                0.76579,                 1.4039,             0.00011614,             0.00011614,             0.00011614
                     82,                 1.1858,                 0.6129,                 1.0348,                0.85316,                0.82856,                0.85053,                0.40896,                 1.8433,                0.74258,                 1.3569,             0.00010621,             0.00010621,             0.00010621
                     83,                 1.2235,                0.61646,                 1.0392,                0.84217,                0.82187,                0.84775,                0.38233,                 1.9195,                 0.7612,                 1.4047,             9.6721e-05,             9.6721e-05,             9.6721e-05
                     84,                 1.2292,                0.63513,                 1.0469,                0.84061,                0.80061,                0.83852,                0.36348,                 1.9861,                0.77518,                 1.4518,             8.7694e-05,             8.7694e-05,             8.7694e-05
                     85,                 1.1652,                0.59168,                 1.0073,                0.86579,                0.82097,                0.85975,                0.37517,                 1.9496,                 0.7724,                 1.4317,             7.9135e-05,             7.9135e-05,             7.9135e-05
                     86,                 1.2305,                0.60347,                  1.038,                0.85026,                0.81298,                0.85703,                0.37965,                 1.9213,                0.76662,                 1.4122,              7.105e-05,              7.105e-05,              7.105e-05
                     87,                 1.1837,                0.62543,                 1.0288,                0.84028,                0.83256,                0.85371,                0.38867,                 1.8957,                0.75935,                 1.3934,              6.345e-05,              6.345e-05,              6.345e-05
                     88,                 1.1965,                0.59829,                 1.0331,                0.83723,                0.83693,                0.85372,                0.37899,                 1.9178,                0.76591,                  1.407,              5.634e-05,              5.634e-05,              5.634e-05
                     89,                  1.187,                0.60332,                 1.0288,                0.82122,                0.82301,                0.84456,                0.37743,                 1.9408,                0.77439,                 1.4231,             4.9729e-05,             4.9729e-05,             4.9729e-05
                     90,                 1.1573,                0.57449,                 1.0257,                0.83994,                 0.7992,                0.84301,                0.37216,                 1.9676,                0.77973,                   1.44,             4.3622e-05,             4.3622e-05,             4.3622e-05
                     91,                 1.1452,                0.68503,                 1.0289,                0.83879,                0.79992,                0.84387,                0.37333,                 1.9769,                0.77699,                 1.4472,             3.8026e-05,             3.8026e-05,             3.8026e-05
                     92,                 1.1372,                 0.6359,                 1.0194,                0.83702,                0.83058,                0.86068,                0.37936,                  1.956,                0.76744,                  1.436,             3.2946e-05,             3.2946e-05,             3.2946e-05
                     93,                 1.1175,                0.59098,                  1.007,                0.83373,                 0.8242,                0.84934,                0.38101,                 1.9469,                0.76171,                 1.4311,             2.8388e-05,             2.8388e-05,             2.8388e-05
                     94,                 1.1087,                0.57183,                 1.0047,                0.84838,                0.82432,                 0.8473,                0.38497,                  1.924,                0.75539,                 1.4174,             2.4354e-05,             2.4354e-05,             2.4354e-05
                     95,                  1.118,                0.56681,                 1.0216,                0.84879,                0.80934,                0.84315,                0.38636,                 1.9166,                0.75301,                 1.4125,             2.0851e-05,             2.0851e-05,             2.0851e-05
                     96,                 1.1234,                0.57054,                 1.0141,                0.86894,                 0.7944,                0.84004,                0.38626,                 1.9115,                0.74948,                 1.4103,             1.7881e-05,             1.7881e-05,             1.7881e-05
                     97,                 1.1073,                0.55303,                 1.0121,                0.86618,                0.78962,                0.83634,                0.38464,                 1.9161,                0.74787,                 1.4148,             1.5446e-05,             1.5446e-05,             1.5446e-05
                     98,                 1.1017,                0.55797,                 1.0096,                0.86786,                0.78763,                0.83466,                0.37811,                 1.9288,                0.75066,                 1.4265,             1.3551e-05,             1.3551e-05,             1.3551e-05
                     99,                 1.1087,                0.56298,                 1.0004,                0.86889,                0.78682,                0.83965,                0.37087,                  1.953,                0.75842,                 1.4421,             1.2195e-05,             1.2195e-05,             1.2195e-05
                    100,                  1.102,                0.54032,                 1.0065,                0.82236,                0.80773,                0.82176,                0.36794,                 1.9671,                0.76152,                 1.4519,             1.1381e-05,             1.1381e-05,             1.1381e-05
